,title,link,date,news
227,"[2020 라이스쇼]마이코 인터내셔널, 가바쌀로 ‘누룽지’, ‘스낵’ 만들어요",http://www.aflnews.co.kr/news/articleView.html?idxno=201707,2020.09.03,"['\n\n\n\n\n\n\xa0\n뇌의 대사와 순환 촉진작용을 하는 신경전달물질 가바(GABA)성분이 함유된 ‘가바쌀’을 이용해 누룽지 제품을 만드는 곳이 있어 이목이 집중된다. \n마이코 인터내셔널은 100% 가바쌀로 만든 누룽지와 스낵 제품을 ‘라이스쇼 온라인 전시관(riceshow.krfa.or.kr)’을 통해 소개한다고 밝혔다. \n마이코 인터내셔널은 현미나 가바쌀 등을 재료로 만든 다양한 쌀가공식품을 ‘방아다리’라는 브랜드로 공급하고 있다. 시중에는 ‘방아다리 수제 누룽지’와 ‘방아다리 현미 쌀과자’ 등을 공급하고 있으며 방아다리 현미쌀과자의 경우 신동진 현미를 100% 사용한 제품과 갈색 가바쌀을 100% 사용한 제품 등이 있다. \n마이코 인터내셔널 관계자는 “여러곡물을 섞어 비율을 맞추기보다 순수 100% 곡물로 생산하는 것이 건강한 식품을 만드는 길이라 생각했으며, 소비자들도 이를 알아줄 것으로 기대한다”면서 “이번 라이스쇼 전시관 참여를 통해 영양과 건강을 생각한 자사 제품을 많이 알리고 싶다”고 말했다. \n마이코인터내셔널의 신규·주력제품은 ‘쌀가공식품산업대전(RICE SHOW 2020)’의 일환으로 운영되는 라이스쇼 온라인 전시관을 통해 자세한 내용을 확인할 수 있다. 해당 홈페이지를 통해 업체와의 온라인 상담도 가능하다.\n한편 2020 쌀가공식품산업대전은 코로나19로 인해 오프라인 행사를 취소하고 온라인 전시관 운영 등을 통한 비대면 행사로만 진행된다\n\n\n\n\n\n\xa0 ']"
228,"[2020 라이스쇼]보령누룽지과자, 젊은 감성 녹인 누룽지 ‘마시머시’ 주목",http://www.aflnews.co.kr/news/articleView.html?idxno=201705,2020.09.03,"['\n\n\n\n\n\n보령누룽지과자는 100% 국내산 쌀을 이용해 만들고 신선한 제품 디자인을 더한 누룽지 제품 ‘마시머시’ 등을 ‘라이스쇼 온라인 전시관(riceshow.krfa.or.kr)’을 통해 소개한다.\n마시머시 누룽지 과자는 다른 첨가물 없이 국내산 쌀 100%로 만든 쌀가공식품이다. 누룽지 지름은 5cm 정도로 작고 얇아 기존 누룽지 제품보다 섭취가 용이하도록 만들어졌다. 이밖에도 보령누룽지과자는 100% 국내산 쌀로 ‘보령누룽지 과자 머드쌀’ 등의 제품을 제조하고 공급하고 있다. 보령누룽지과자의 누룽지는 그대로 먹거나 뜨거운 물을 부어 섭취, 라면에 넣어 섭취하는 등 소비자 입맛대로 소비할 수 있다. \n보령누룽지과자의 이러한 신규·주력제품은 ‘쌀가공식품산업대전(RICE SHOW 2020)’의 일환으로 운영되는 라이스쇼 온라인 전시관을 통해 자세한 내용을 확인할 수 있다. 해당 홈페이지를 통해 업체와의 온라인 상담도 가능하다.\n보령누룽지과자 관계자는 “이번 전시회를 통해 보령누룽지과자 제품의 건강함과 활용성을 소개하고 싶다”면서 “기존 누룽지의 두껍고 딱딱함, 고령인만 먹는다는 편견을 깨고 전 연령에게 사랑받는 제품이 되는 것이 목표”라고 말했다. \n한편 2020 쌀가공식품산업대전은 코로나19로 인해 오프라인 행사를 취소하고 온라인 전시관 운영 등을 통한 비대면 행사로만 진행된다 ']"
229,"식품진흥원, &apos;2020 익산 온라인 식품축제&apos; 개최",http://www.aflnews.co.kr/news/articleView.html?idxno=201703,2020.09.03,"['\n[농수축산신문=박현렬 기자]\n\n\n\n\n\n한국식품산업클러스터진흥원은 오는 4일 사회적 거리두기에 발맞춰 ‘2020 익산 온라인 식품축제’를 개최한다.\n농림축산식품부와 전북도, 익산시가 주최하고 식품진흥원이 주관하는 이번 행사는 비대면 온라인 행사로 ‘살(Live)맛나는 세상, 살(buy)맛나는 익산 식품대전’이라는 주제로 오는 10일까지 1주일 간 열린다.\n국가식품클러스터 입주기업 42개사 301개 제품이 이마트몰, 농협몰, 현대몰 등을 통해 판매되며 현장감을 살리기 위해 30여 편의 리뷰영상, 현장라이브중계, 보이는 라디오 등 다양한 프로그램으로 운영된다.\n식품진흥원은 코로나19의 영향에 따라 행사에 필요한 최소한의 인력만 배치할 계획이다.\n식품대전은 오는 4일 외부인사의 축하메시지 영상과 윤태진 식품진흥원 이사장의 개회사로 시작되며 보이는 라디오를 통해 현장에 전시된 제품을 소비자에게 생생하게 공개할 예정이다.\n인기 유튜버 ‘맛상무’를 비롯한 먹방 유튜버들의 제품시식 리뷰 영상도 공식홈페이지(if-festival.or.kr)와 유튜브를 통해 송출되며 NS홈쇼핑의 입점설명회와 해외바이어 수출상담회도 온라인으로 만나볼 수 있다.\n식품진흥원은 행사의 수익금 중 3%를 세이브더칠드런코리아에 기부해 코로나19 여파로 복지의 사각지대에 놓인 꿈나무들에게 더불어 사는 삶의 희망을 전할 계획이다.\n윤태진 이사장은 “코로나19로 인해 모두가 힘든 시기에 잠시나마 즐거움과 든든한 기운을 불어넣고자 식품대전을 기획했다”며 “소비자들이 온라인 식품대전을 통해 즐겁고 행복한 시간을 보내길 바란다”고 밝혔다.\n식품대전에 대한 자세한 정보는 공식홈페이지에서 확인하면 된다.\xa0 ']"
230,"aT, 케이-푸드로 말레이시아 고소득층 공략",http://www.aflnews.co.kr/news/articleView.html?idxno=201702,2020.09.03,"['\n[농수축산신문=박현렬 기자]\n\n\n\n\n\n한국농수산식품유통공사는 지난 2일 말레이시아 최고 중심가 KLCC(쿠알라룸푸르 시티센터)에 위치한 이세탄에서 유통업체 바이어를 대상으로 케이-푸드 상품설명회를 개최했다.\n말레이시아에서는 한국산 과일이 고소득층과 젊은층을 중심으로 프리미엄 과실로 인식되면서 판매가 꾸준히 증가하고 있다.\n실제 한국 농수산식품의 말레이시아 수출은 지난 7월 말까지 7768만 달러로 지난해 동기 대비 약 21% 늘었다. 특히 수출액이 지난해 대비 30% 증가한 과실류와 34% 늘어난 김치가 수출 상승을 견인하고 있다.\n케이-푸드 수입바이어와 공동기획 한 이번 설명회는 김치, 고추장을 비롯해 프리미엄 과일인 샤인머스켓과 거봉, 고품질 유아식품과 유아용 스낵 등 다양한 한국식품을 KMT, 유로 아틀란틱 등 주요 바이어에게 소개하는 뜻 깊은 자리로 마련됐다.\naT와 이세탄은 다음달 말 케이-푸드 페어를 개최하기로 합의했는데 이는 말레이시아에서 대형유통업체와 직접 연계한 최초의 대규모 행사다.\n쿠알라룸푸르의 주요 상업지역 중심에 위치한 이세탄은 고품질·고가격 전략의 고급백화점으로 프리미엄급 케이-푸드 제품을 현지 고소득층에게 공략할 수 있는 최적의 유통업체로 평가받고 있다.\n한편 aT는 지난달 말 말레이시아 조호바루 지역의 고급유통매장인 Maslee에 케이-프레쉬 존 11호점을 개점했다. 이에 따라 말레이시아 소비자들은 한국의 신선농산물을 언제든지 손쉽게 구매할 수 있다.\n신현곤 aT 식품수출이사는 “아세안지역에서 케이-푸드에 대한 관심과 구매가 하루가 다르게 증가하고 있다”며 “수출지원 노하우를 활용해 현지 대형유통업체 연계 판촉 등 다양한 수출채널을 통해 농식품 수출을 확대하겠다”고 밝혔다.\n\xa0 ']"
231,식약처 내년 예산 6044억 원으로 편성,http://www.aflnews.co.kr/news/articleView.html?idxno=201665,2020.09.03,"['\n[농수축산신문=박현렬 기자]\n식품의약품안전처는 내년도 정부 예산안이 올 예산액 5592억 원 대비 8.1%(452억 원) 증가한 6044억 원으로 편성됐다고 밝혔다.\n내년 예산안은 △소비자가 더 건강해지는 먹거리 안전 확보 △환자가 안심할 수 있는 약, 의료기기 관리 강화 △미래대비 선제적 안전기반 구축에 중점을 두고 편성됐다.\n주요 내용은 어린이 급식 식중독 예방을 위해 지역 ‘어린이급식관리지원센터’의 영양·위생관리 지원을 받는 100인 이하 소규모 어린이집 비율을 90%까지 확대하고 모든 시·군·구에 설치한다.\n급증하는 해외직품 식품에 대한 모니터링 검사, 김치 등 수입식품 HACCP(안전관리인증기준)적용에 따른 현장 컨설팅 지원 등으로 수입식품에 대한 안전관리를 강화하고 AI·블록체인 등 신기술을 이용한 식품안전관리 시스템 구축 연구를 추진해 먹거리 안전을 확보할 방침이다.\n제주 국가생약자원관리센터를 준공, 미래 먹거리로 주목 받는 배양육 등 바이오 식품소재 안전관리, 식품검사 실험실 국제공인 인증을 확대해 미래 대비 선제적 안전기반을 구축한다.\n지난 6월 안산 유치원 집단 식중독 사건을 계기로 어린이 급식 안전보장을 강화하고 식중독 예방관리 체계를 고도화할 계획이다.\n식약처는 내년도 정부 예산안이 국회 심의과정을 통해 오는 12월 최종 확정되면 ‘안전한 식품·의약품, 건강한 국민’이라는 비전아래 국정과제를 포함한 내년 주요사업을 신속하고 적극적으로 추진할 방침이다. ']"
232,전통주 스마트오더앱으로 편의점에서 수령 가능,http://www.aflnews.co.kr/news/articleView.html?idxno=201499,2020.09.01,"['\n[농수축산신문=박현렬 기자]\n\n\n\n\n\n코로나19 장기화로 집에서 술을 즐기는 홈술과 혼자 술을 먹는 혼술 등이 대세인 가운데 100여 가지의 전통주를 발품을 팔지 않고 스마트오더로 주문한 후 집 근처 편의점에서 받아볼 수 있게 됐다.\n농림축산식품부와 한국농수산식품유통공사(aT)는 우리 농산물로 만든 전통주의 판로확대와 소비활성화를 위해 GS25 스마트오더와 손잡고 ‘우리술 담다’ 이벤트를 진행하고 있다.\n소비자들은 지난 1일부터 GS25의 스마트오더 앱인 ‘더 팝’을 통해 전국 46곳의 양조장에서 빚은 100여 가지의 전통주 구입이 가능하다. 고급 유리잔 세트가 포함된 오픈기념 특별패키지는 2000개 한정 판매한다.\n소비자들은 전국 1만3000개의 GS25 편의점 중 원하는 점포에서 전통주의 수령이 가능하다.\n이번 행사는 추석 명절 선물용으로 인기를 끌 것으로 기대되고 있다.\n스마트오더는 모바일을 통해 주문·결제한 상품을 고객이 매장에서 직접 수령하는 서비스로 지난 4월부터 스마트오더를 통한 주류 판매가 허용되면서 편의점 등에서 다양한 제품의 구매가 가능하다.\n한편 농식품부와 aT는 사회적 거리두기로 홈술, 혼술 등의 트렌드에 맞춰 올해 말까지 ‘우리술 담다’라는 전통주 소비활성화 캠페인을 통해 전통주의 온·오프라인 판로확대를 적극 지원할 계획이다.\n\xa0 ']"
233,[Afl Interview] 윤승우 한국쌀가공식품협회 전무이사,http://www.aflnews.co.kr/news/articleView.html?idxno=201521,2020.09.01,"['\n[농수축산신문=서정학 기자]\n올해 ‘2020 쌀가공식품산업대전(RICE SHOW)’은 코로나19 등의 여파를 감안해 비대면 방식으로 추진된다. 쌀가공식품산업대전을 주관하는 한국쌀가공식품협회의 윤승우 전무이사를 만나 최근 쌀가공식품의 소비 경향과 쌀가공식품산업대전에 대한 주요내용 등을 들어봤다.\n\n\n\n\n\n# 올해 쌀가공식품 소비 전망은\n“최근 코로나19의 영향으로 국민들의 외출과 외식소비가 줄어들면서 밥쌀용 쌀 소비는 감소했으나 냉동밥이나 컵밥, 떡볶이 등의 쌀가공식품 수요는 늘고 있는 것으로 파악된다. 쌀가공식품제조업체들도 대용식이나 다이어트·프리미엄도시락 등의 제품군으로 사회적 거리두기를 실천하고 있는 소비자들의 관심을 끌기 위해 노력하고 있다. 여기에 지난해 쌀가공식품 수출액의 경우 전년 대비 19.8% 증가한 1억698만 달러 가량을 달성해 수출액 1억 달러를 넘어선 바 있다. 올해는 코로나19로 인해 수출 증대에 애로가 있지만 쌀가공식품에 대한 소비자 관심이 늘고 있어 큰 악영향은 없을 것으로 전망한다.”\n# 2020 쌀가공식품산업대전은 어떻게 추진되나\n“코로나19 확산세가 계속됨에 따라 이번 쌀가공식품산업대전은 비대면·온라인 방식으로 중점 추진한다. 우선 쌀가공식품산업대전 온라인 전시관(riceshow.krfa.or.kr)을 지난달 19일 새롭게 열었다. 이 온라인 전시관을 통해 61개 쌀가공식품업체의 정보나 전시 이력, 상품 내용 등을 조회할 수 있다. 또한 온라인 전시관 내에서 행사 주최·주관 측이나 쌀가공식품업체 등과 제품문의와 구매계약 등에 대한 온라인 상담을 진행할 수 있도록 했다. 아울러 기존 한국어 외에 영문으로만 번역 서비스를 제공했는데, 올해부터는 중문 번역 서비스도 제공해 중국 바이어와 소비자를 대상으로 한 제품 홍보를 강화할 수 있도록 했다.”\n# 쌀 소비를 촉진시키기 위한 협회의 향후 계획은\n“협회는 장기적으로 쌀가공식품의 비즈니스 플랫폼을 구축할 계획이다. 이를 위해 우선 회원사들의 해외시장 개척 지원에 힘쓰려한다. 이의 일환으로 협회는 올해 초 회원사와 함께 쌀가공식품 수출협의회를 구성해 중국을 포함한 여러 나라에 공동마케팅을 통한 수출 증진을 도모하고 있다. 아울러 지금까지 해외에서 열린 다양한 홍보행사가 한시적으로만 진행돼 사업의 연속성을 도모하기 힘들었다는 개선점을 고려, 현재 중국에 793㎡(240평) 정도의 ‘해외거점 도매전시센터’ 준공을 추진하고 있다. 이 센터 내에 국내 쌀가공식품을 상설로 전시·시식·판매할 수 있는 매장과 바이어 교류가 가능한 공간 등을 마련해 운영할 계획이다.\n이밖에도 협회는 글루텐 프리 식품의 시장규모가 큰 해외에 국내 쌀가공식품의 수출을 장려하고자 글루텐프리 단체 인증기관으로의 등록도 추진하고 있다. 이처럼 협회는 국내시장뿐만 아니라 세계시장에서 국내 쌀가공식품이 선전할 수 있도록 다방면으로 지원하는 플랫폼이 되고자 하며, 점진적으로 그 성과를 보일 계획이다.” ']"
234,"㈜수미김, 2020 자원순환 선도기업 대상 공모에서 환경부 장관상 수상",http://www.aflnews.co.kr/news/articleView.html?idxno=201500,2020.09.01,"['\n[농수축산신문=박현렬 기자]\n\n\n\n\n\n아이쿱자연드림에 김 제품을 생산, 공급하는 ㈜수미김이 지난달 25일 2020 자원순환 선도기업 대상 공모를 통해 환경부 장관상을 수상했다.\n자원순환 선도기업 대상 공모는 한국환경공단 주최로 열렸으며 기업의 폐기물 발생 억제와 재활용 활성화에 기여한 우수 사업장에 수여되는 상이다.\n수미김은 플라스틱 총량 감소와 자원순환 방안 모색 등 지속가능한 환경조성에 대한 기업의 사회적 책임을 다하기 위해 다양한 친환경 활동을 전개해왔다.\n일례로 지난 1월부터 8월까지 도시락 김의 플라스틱 트레이(김을 담은 플라스틱 받침)를 제거한 제품의 판매량만 총 360만675개, 플라스틱 저감량으로는 약 12만 톤에 이른다.\n수미김은 아이쿱자연드림의 플라스틱 100% 재활용 정책인 ‘줄이고, 대체하고, 사용한 만큼 재활용하기’에 참여하는 업체 중 하나로 지난해부터 김 제품의 플라스틱 소재를 제거, 교체하는 방식으로 사용량을 줄여왔다.\n플라스틱 트레이를 제거할 경우 포장 단계에서 김이 부서지거나 생산라인에 걸리는 문제가 발생해 약 2억 원의 신규 설비를 도입하는 등 투자도 병행했다.\n또한 선물용 박스 손잡이를 플라스틱이 아닌 종이로, 외포장재와 홍보 스티커 소재를 종이로 교체했다. 이를 통해 지난해부터 지난달까지 플라스틱 사용량을 약 23톤 줄였다.\n허선례 수미김 대표이사는 “플라스틱 트레이를 제거한 제품의 이용불편을 줄이기 위해 절취선 이용방식을 개선하고 사용방법을 충분히 홍보했지만 초기에는 어려움이 많았다”며 “소비자들이 제품의 공익성을 이해함으로써 플라스틱 트레이 도입 전 대비 매출이 2배 이상 올랐다”고 밝혔다.\n허 대표이사는 이어 “중소기업이자 사회적 경제 분야의 기업으로서 환경부 장관상을 받게 된 배경에는 이러한 소비자들의 반응과 앞으로의 기대가 담겼다”고 설명했다.\n한편 수미김은 사업장 내에서도 종이테이프, 스테인레스 가위 등 집기류를 플라스틱을 대체하는 소재로 교체했으며 앞으로 김밥 김, 소분포장지 등에 사용되는 플라스틱을 생분해성 재질로 대체할 계획이다. ']"
235,"신유통연구원, ‘포스트 코로나 시대, 농식품 수출 확대 위한 언택트 전략’ 세미나 개최",http://www.aflnews.co.kr/news/articleView.html?idxno=201498,2020.09.01,"['\n[농수축산신문=박현렬 기자]\n(사)농식품신유통연구원은 오는 17일 포스트 코로나 시대를 맞이해 소비자들의 언택트 트렌드가 가속화됨에 따라 사회 변화를 이해하고 우리 농식품의 수출 확대를 위한 방법을 모색하고자 ‘포스트 코로나 시대, 농식품 수출 확대 위한 언택트 전략’이라는 주제로 세미나를 개최한다.\n이번 세미나는 기존의 오프라인 공간이 아닌 웹을 통한 온라인 세미나로 진행된다.\n신현곤 한국농수산식품유통공사(aT) 식품수출이사가 ‘언택트 시대에 따른 농식품 수출전략’을, 김서영 차세대융합기술연구원이 ‘AI 기반 수출국 소비자 및 경쟁제품 조사방법’, 성현석 아마존 사업개발 매니저가 ’유통채널의 변화와 아마존 활용‘이라는 주제로 발표를 할 예정이다.\n신유통연구원은 농림축산식품부 수출전략기술개발 사업 총괄 수출연구사업단으로서 13개 품목 수출연구사업단의 진도·성과관리 총괄, 참여주체 간 협력 모색, 사업체계화와 목표 달성 지원 등의 역할을 수행하고 있다.\n이에 이번 세미나가 향후 수출활성화에 도움이 될 것으로 기대되고 있다.\n한편 농식품부 수출전략기술개발사업 수출연구사업단은 농식품 수출활성화를 위해 2017년 10월 발족했으며 오는 2022년 12월 말까지 13개 품목사업단과 1개 총괄사업단(신유통연구원)이 운영된다.\n수출연구사업단은 △수출유망품목의 수출과정에서 발생하는 현장애로·장애요인 발굴 △기술개발을 통한 현장애로 요인 해결 △품목별 시장분석과 마케팅을 통한 수출 촉진 등의 역할을 수행 중이다. ']"
236,"[2020 라이스쇼]농업회사법인 산들해(주), 기름·지방·글루텐 쏙 뺀 ‘구운유과’ 선봬",http://www.aflnews.co.kr/news/articleView.html?idxno=201511,2020.09.01,"['\n\n\n\n\n\n\xa0\n농업회사법인 산들해(주)는 ‘구운유과’ 등의 주력제품을 ‘라이스쇼 온라인 전시관(riceshow.krfa.or.k)’을 통해 소개한다. \n산들해는 기름에 튀기지 않고 지방과 글루텐을 뺀 ‘3프리(FREE)’ 쌀가공식품을 선보이고 있다. 산들해의 구운유과도 기름에 튀기지 않아 담백한 맛을 즐길 수 있으며 다른 유과에 비해 칼로리가 낮아 건강하게 즐길 수 있는 간식이다. \n또한 구운유과는 국내산 찹쌀 100%와 블루베리, 케일, 단호박 등의 농작물을 재료로 열압출방식이 아닌 자연숙성 발표 과정을 거쳐 만들어 소화에도 용이해 유아용 간식으로 적합하다. \n산들해 관계자는 “기름에 튀기지 않고 국내산 찹쌀로 건강한 유과를 만들려 노력하고 있다”면서 “산들해만의 특별한 강점으로 미국 현지에 맞게 출품한 ‘얌얌유과(yum yum yugwa)도 현지에서 좋은 반응을 얻고 있으며, 이번 쌀가공식품산업대전을 발판으로 구운유과 수출의 길을 확장하고자 한다”고 말했다. \n산들해의 이러한 신규·주력제품은 ‘쌀가공식품산업대전(RICE SHOW 2020)’의 일환으로 운영되는 라이스쇼 온라인 전시관을 통해 자세한 내용을 확인할 수 있다. 해당 홈페이지를 통해 업체와의 온라인 상담도 가능하다.\n\xa0\n한편 2020 쌀가공식품산업대전은 코로나19로 인해 오프라인 행사를 취소하고 온라인 전시관 운영 등을 통한 비대면 행사로만 진행된다\n\xa0 ']"
237,"[2020 라이스쇼]농업회사법인 리뉴얼라이프(주), 온 가족이 즐기는 ‘또또맘 쌀과자’ 이목 집중!",http://www.aflnews.co.kr/news/articleView.html?idxno=201494,2020.08.31,"['\n\n\n\n\n\n남녀노소 모두 즐길 수 있는 건강한 쌀가공식품 ‘또또맘 쌀과자’에 소비자 이목이 집중된다. \n농업회사법인 리뉴얼라이프(주)는 또또맘 유기농 쌀떡과자, 라이스스틱 등의 신규제품을 ‘라이스쇼 온라인 전시관(riceshow.krfa.or.kr)’을 통해 소개한다.\n또또맘 유기농 쌀떡과자는 기름에 튀기지 않고 색소나 방부제 등의 첨가물도 넣지 않은 친환경 쌀과자로 생후 6개월 이상의 아기도 섭취 가능한 쌀가공식품이라는 게 리뉴얼라이프의 설명이다. 크기는 아이가 손에 쥐기 좋은 정도이며 입 안에서 쉽게 녹아 목에 걸릴 위험도 없다. 맛은 사과, 단호박, 백미, 자색고구마, 시금치, 바나나 6종류가 있다. \n또또맘 유기농 라이스스틱은 소금이나 설탕을 넣지 않고 갓 도정한 100% 유기농 쌀과 동결 건조한 재료를 사용해 만든 쌀가공식품으로 쌀의 생생한 향과 담백한 맛을 즐길 수 있다. \n아울러 ‘또또맘 라이스퍼프’는 유기농 설탕이 첨가된 원재료 분말로 쌀가공식품을 코딩한 제품이다. 다양한 맛과 색, 모양을 나타내 아이들이 관심을 갖고 소비할 수 있도록 하며 한 번에 먹을 만큼의 양으로 소포장이 돼 있어 섭취가 편리하다. 맛은 딸기요거트, 맛있는치즈, 시금치, 단호박, 바나나 5종류가 있다. \n리뉴얼라이프의 이러한 신규·주력제품은 ‘쌀가공식품산업대전(RICE SHOW 2020)’의 일환으로 운영되는 라이스쇼 온라인 전시관을 통해 자세한 내용을 확인할 수 있다. 해당 홈페이지를 통해 업체와의 온라인 상담도 가능하다.\n한편 2020 쌀가공식품산업대전은 코로나19로 인해 오프라인 행사를 취소하고 온라인 전시관 운영 등을 통한 비대면 행사로만 진행된다. ']"
238,MD인터뷰_ 조원일 CJ프레시웨이 농산팀 부장,http://www.aflnews.co.kr/news/articleView.html?idxno=201493,2020.08.31,"['\n“지금 당장의 상품 수급보다는 9월이 걱정입니다. 현재는 7월 생산물량과 비축 물량으로 버티고 있거든요. 문제는 9월입니다. 7~8월에 파종이 되어야 하는데, 파종조차 못한 지역이 많거든요.”\n조원일 CJ프레시웨이 농산팀 부장은 다가올 9월의 피해를 최소화하기 위해 상품 대체 산지와 대체 품목을 찾는 중이다. 그는 특히 9월의 태풍 이슈로 인한 고추와 마늘 수급이 가장 큰 걱정이다. 다가오는 김장철에 직격탄이기 때문이다. 그 때문에 8월부터 지속적으로 고추와 마늘을 예비로 준비, 비축해두고 있다.\n\n\n조원일 CJ프레시웨이 농산팀 부장.\n\n\n\xa0\n도매시장은 조달 역할…계약재배로 경쟁력 확보\n조 부장은 계약재배는 약속이라고 말한다. 도매시장은 산지의 상품을 조달하는 역할만 하지만 계약재배는 산지와 함께 상품의 경쟁력을 키울 수 있다는 것이다. 상품의 경쟁력에 수급 안정도 당연히 포함된다. 가격이 폭등하거나 수급이 불안정할 때도 계약재배를 할 경우에는 손실이 줄어든다. 그럼에도 50여일 장마가 지속되는 자연재해 앞에서는 수급이 불안정해질 수 있다.\n“장마와 같은 자연재해를 이길 순 없어요. 그렇기 때문에 통계적으로 재해를 덜 받는 산지를 찾는 것이 MD의 역할이죠. 또 숨어 있는 좋은 산지가 더는 재해를 입지 않게 함께 기술·산업 분야로도 성장하는 것도 중요합니다.”\n\n기후보다 앞서 생각하는 MD의 노하우\n조 부장에 따르면 올해는 수입 과일의 인기가 전년도보다 높을 것으로 예상된다. 제철 시즌에는 제철 과일이 맛있어야 하는데, 긴 장마로 인해 과일의 단 맛이 많이 올라오지 못했다는 것이다. 또 과일의 품위가 좋지 않고, 가격도 높아서 수입포도나 바나나, 오렌지 등의 인기가 높을 것으로 전망했다.\n그는 “MD는 국내 시황과 세계 시황을 잘 살펴야 한다”며 “특히 동남아와 중국, 일본과 같은 가까운 나라의 시황을 보고 이에 따라 국내 재배 면적을 준비하고, 품목 구성을 달리해야 한다”고 강조했다.\n“MD는 날씨를 보고 앞으로 성장할 산지를 알아야 합니다. 사과의 산지가 경상도에서 충청도, 이제는 강원도 철원으로까지 옮겨갔죠. MD는 자신이 맡은 품목이 앞으로 성장할 숨은 산지를 미리 가져가야죠.”\n조 부장은 CJ프레시웨이 상반기 취급 물량이 지난해 같은 기간보다 2배 이상 늘었다고 귀띔했다. 이에 대해서는 CJ프레시웨이가 상품의 종자를 차별화해 다양한 품종을 개발하고 있는 것도 성장의 일부분을 차지한다고 말한다.\n한편, 조원일 CJ프레시웨이 농산팀 부장은 가락동 도매시장에서 8년간 무·배추 경매를 담당하다가 5년전 CJ프레시웨이에 입사했다. 현재는 원료 채소 파트의 파트장을 맡고 있다. 주로 1차 전처리 가공공정에 들어가는 원료들로 양파, 마늘, 생강, 양배추, 건고추, 무, 배추, 감자 등이다.\n\xa0 ']"
239,"[2020 라이스쇼]우리식품, 고소함 하면 역시 ‘인절미스낵’!",http://www.aflnews.co.kr/news/articleView.html?idxno=201490,2020.08.31,"['\n\n\n\n\n\n우리식품은 ‘인절미스낵’과 ‘슈멜콘’ 등의 주력제품을 ‘라이스쇼 온라인 전시관(riceshow.krfa.or.kr)’을 통해 소개한다. \n우리식품은 곡물을 이용한 스낵류를 주로 생산하는 기업으로 자사제품 외에도 OEM, PB방식으로 다양한 곡물가공식품을 개발해 공급하고 있다. 이러한 우리식품의 주력제품으로는 국내산 쌀로 만든 베이스에 콩고물을 묻혀 고소함을 더한 인절미스낵과 쌀과 옥수수를 혼합한 베이스에 카라멜 시럽을 더한 슈멜콘 등이 있다. \n우리식품 관계자는 “이번 라이스쇼 온라인 전시를 통해 우리식품 브랜드가 더욱 알려지고 국내외 많은 바이어들과의 교류도 이뤄졌으면 한다”면서 “우리식품은 제품개발에서부터 생산, 디자인까지 원스톱으로 진행해 왔으며 향후에도 곡물을 원재료로 소비자들이 믿고 먹을 수 있는 다양한 스낵류를 개발해 나가겠다”고 포부를 밝혔다. \n우리식품의 이러한 신규·주력제품은 ‘쌀가공식품산업대전(RICE SHOW 2020)’의 일환으로 운영되는 라이스쇼 온라인 전시관을 통해 자세한 내용을 확인할 수 있다. 해당 홈페이지를 통해 업체와의 온라인 상담도 가능하다.\n한편 2020 쌀가공식품산업대전은 코로나19로 인해 오프라인 행사를 취소하고 온라인 전시관 운영 등을 통한 비대면 행사로만 진행된다. ']"
240,"[2020 라이스쇼]농업회사법인㈜네이처오다, TOP10 선정 ‘달칩 초코샌드’ 주목",http://www.aflnews.co.kr/news/articleView.html?idxno=201468,2020.08.30,"[""\n\n\n\n\n\n농업회사법인㈜네이처오다는 주력제품인 ‘달칩 초코샌드’ 등을 ‘라이스쇼 온라인 전시관(riceshow.krfa.or.kr)’을 통해 적극 홍보한다. \n네이처오다는 충남 아산에 위치해 있으며 지역농산물과 친환경농산물 등을 활용한 다양한 가공식품을 개발, 공급하고 있는 업체이다. \n이러한 네이처오다는 최근 국내산 유기농 쌀로 만든 라이스칩에 이탈리아 초콜릿을 넣어 개발한 초코 쌀과자 달칩 초코샌드를 개발한 바 있다. 이는 라이스칩의 바삭하고 고소한 맛과 부드럽고 달콤한 초콜릿이 잘 어우러지도록 개발됐으며 자체적으로 개발한 캐릭터 달토끼 ‘러빗(Loveat)’을 내·외부 패키지에 그려내 소비자에게 친근감을 어필하고 있다. \n이러한 달칩 초코샌드는 최근 ‘2020 대한민국 쌀가공식품 TOP10’에 선정돼 주목을 받기도 했다. 쌀가공식품 TOP10은 농림축산식품부가 주최하고 한국쌀가공식품협회(회장 김문수)가 주관하는 ‘쌀가공품 품평회’를 통해 진행되는 시상식이다. \n네이처오다는 이러한 신규·주력제품은 '2020 쌀가공식품산업대전(RICE SHOW 2020)’의 일환으로 운영되는 라이스쇼 온라인 전시관을 통해 자세한 내용을 확인할 수 있다. 해당 홈페이지를 통해 업체와의 온라인 상담도 가능하다.\n한편 2020 쌀가공식품산업대전은 코로나19로 인해 오프라인 행사를 취소하고 온라인 전시관 운영 등을 통한 비대면 행사로만 진행된다. ""]"
