,title,link,date,news
10,"이진규 이대 교수, 농림축산식품 과학기술대상서 장관표창",http://www.aflnews.co.kr/news/articleView.html?idxno=76220,2020.12.17,"['\r\n\t\t\r\n\t\t\t구제역 예방접종지역이 기존 경기, 인천, 충남·북, 강원 지역 이외에 전북, 경북지역까지 확대됐다. 이에 따라 추가로 소, 돼지 등 112만6000마리에 대한 추가 예방접종이 이뤄진다.  농림수산식품부는 지난 8일 가축방역협의회 및 관계전문가 의견 수렴을 거쳐 최근 구제역 발생상황 등을 감안해 예방접종 대상지역을 이 같이 확대 추진키로 했다.  추가 확대 지역은 기존 접종 지역인 경기, 인천, 충남·북, 강원 지역의 미접종 소, 종돈·모돈과 전북 정읍, 김제, 익산, 부안, 군산 지역의 소, 종돈·모돈, 경북지역은 접종지역인 안동, 예천, 영주, 경주, 영천 지역의 돼지와 미 접종지역인 의성, 봉화, 영덕, 청송 및 경남 지역과 접해 있는 경산, 청도 지역의 소, 종돈·모돈 등이다.  지역별 추가 접종 마릿수는 경기 돼지 5만5188마리, 인천 돼지 2371마리, 충북 소 11만9800마리·돼지 2만6351마리, 충남 소 31만8350마리·돼지 10만782마리, 전북 소 18만5850마리·돼지 6만7865마리, 강원 소 7만7150마리·돼지 5만7658마리, 경북 소 14만4882마리·돼지 4만3501마리 등으로 기존 접종 마릿수를 포함하면 8일 현재 총 구제역 예방접종 마릿수는 278만4000마리에 달한다.  이에 대해 농식품부는 최근 충남·북 지역의 돼지를 중심으로 구제역이 추가 확산되는 점을 감안해 사료 및 가축이동이 빈번한 전북 서해안 지역을 포함한 선제적인 예방접종을 실시키로 했다고 밝혔다.  특히 경북 지역의 경우 상대적으로 구제역이 진정되고 있으나 봉화, 경산 등 일부 지역의 돼지에서 추가 신고가 접수되고 있는 점을 감안해 모든 발생 시·군과 경남지역과 인접해 있는 경산, 청도를 포함해 확대 접종키로 했다.  농식품부 관계자는 “예방접종을 실시하더라도 항체 형성시까지 2주간이 소요되고, 특히 돼지의 경우 종돈·모돈에 한해 실시되는 점을 감안해 현재의 이동통제, 소독 등 방역체계를 한층 강화해 할 것은 물론 농가단위의 철저한 차단방역에 힘써 달라”고 당부했다.\t\t']"
11,"CJ제일제당, 새 조미소재 글로벌 시장서 호평…출시 반년 만에 31개국 수출",http://www.aflnews.co.kr/news/articleView.html?idxno=76171,2020.12.15,"['\r\n\t\t\r\n\t\t\t전남 영암 오리농장의 집단폐사 원인이 고병원성 조류인플루엔자(AI)로 판명나면서 가금업계에 비상이 걸렸다.  농림수산식품부는 지난 5일 AI의심신고가 접수된 전남 영암 오리농가의 시료를 채취해 국립수의과학검역원에 정밀검사를 의뢰한 결과 H5형 고병원성 AI로 확진판정을 받았다고 지난 7일 밝혔다.  방역당국에 따르면 현재 이 오리농장에서 사육 중이던 오리 1만4000마리와 반경 500m 이내의 오리농가 4곳의 8만4400마리 등 총 9만8400마리는 지난 5일 예방적 살처분된 상태로 구제역으로 천문학적인 피해를 내고 있는 축산업계가 또 한번의 치명타가 우려된다.  특히 이번 AI는 양계농가가 밀집돼 있는 전남지역을 중심으로 확산되고 있는 형편이어서 더욱 큰 피해가 예상된다.  이 지역에서 고병원성 AI가 발생한 것은 2008년 이후 2년만이며 구례, 나주, 함평 등 인근의 다른 지역에서도 AI의심신고가 계속 들어오고 있는 상태이다. 현재 전남 영암지역엔 총 269농가에서 25만9765마리의 닭이 사육중이고, 오리는 98농가에서 143만9614마리를 기르고 있다. 또한 신고가 들어온 구례는 746농가에서 닭 33만4970마리와 43농가에서 오리 36만 5660 마리를 기르고 있다. 나주는 총 241농가의 696만5403마리의 닭과 116농가의 166만9738마리 오리가 사육 중에 있다.  업계의 한 전문가는 “닭은 고병원성 AI에 감염되면 2~3일만에 폐사되지만 오리는 죽지 않고 바이러스를 계속적으로 배출하기 때문에 바이러스 배출량이 상대적으로 많을 수밖에 없다”며 “이번 AI의 발생 확산세를 더욱 주의깊게 지켜봐야 한다”고 말했다.   방역당국은 이에 해당 농장을 중심으로 반경 10km의 방역대를 설치하고 이동통제, 소독 등 방역활동에 최선을 다할 방침이다.   이오수 국립수의과학검역원 질병진단센터장은 “철새가 아침일찍이나 밤 늦게 활동을 하면서 양계농가 등에 밤 늦게 들어오는 경우가 많기 때문에 농가들의 철저한 방역이 더욱 요구된다”며 “농장 밖에서 바이러스를 밟아서 들어올 수 있기 때문에 농장 출입시에는 옷을 갈아입고 별도의 신발을 사용하는 등 철저한 차단방역이 필수적이다”고 강조했다.\t\t']"
12,"2021 외식시장, 혼자 즐기는 만찬 뜬다",http://www.aflnews.co.kr/news/articleView.html?idxno=75968,2020.11.24,[]
13,올해 최고 농식품 벤처 뽑는다…25~26일 유튜브 생중계,http://www.aflnews.co.kr/news/articleView.html?idxno=75952,2020.11.23,"['\r\n\t\t\r\n\t\t\t올해는 기상이변에 따른 생산량 감소로 가락시장 과일, 채소 1kg 평균 가격이 지난해보다 각각 34%, 17% 정도 상승한 것으로 나타났다.  잔여 영업일을 7일 남겨둔 지난 22일 현재 가락동 농수산물도매시장 6개청과법인(농협가락공판장 포함)의 2010년 농산물 거래규모를 추정한 결과 전체 거래물량은 191만8000톤, 거래금액은 3조900억원에 달할 것으로 전망됐다.  이는 지난해보다 거래물량의 경우 2% 정도 감소한 반면 거래 금액은 약 25% 정도 증가한 수치이다.  이처럼 도매법인들의 거래 물량은 감소하고 금액이 증가한데는 생산량 감소로 농산물 가격이 유난히 높았기 때문이다. 가락시장은 가격이 상승하게 되면 물량이 수도권 시장으로 쏠리기 때문에 타 도매시장보다 상대적으로 거래금액이 크게 상승했다.   실제 가락시장 4개 청과법인의 거래금액이 올해 5000억원을 넘어섰으며 A 청과법인은 6000억원을 넘어설 것으로 전망돼 다양한 유통채널이 상존하는 가운데서도 가락시장이 농산물 유통의 메카임을 자명하게 확인시켰다. 또 유난히 무, 배추 가격이 높았던 올해 B청과법인은 거래 금액이 지난해 보다 100%이상 상승할 것으로 전망됐다.  가락시장 과일 경매사는 “올해는 한파와 기상이변 등으로 인해 봄 과일부터 생산량이 20%이상 줄어 고시세를 보였고 사과, 배 또한 태풍으로 인해 대과위주로 낙과율이 높았다”며 “내년 설 명절에도 제수용과 선물용 사과, 배 가격은 크게 상승할 것으로 전망된다”고 말했다.  또 채소 경매사는 “여름철 열대야와 잦은 강우는 무, 배추 등 고랭지 농산물 가격 상승을 부추겼고 이로 인해 가을, 겨울 동일 작물 가격도 동반 상승하는 양상을 보였다”면서 “올해 가격이 높았던 작물의 경우 생산농가들이 재배면적을 크게 늘리면 내년에는 시세가 떨어질 것으로 전망되므로 관측 자료와 잦은 시장 방문을 통해 재배동향과 시세에 민감하게 대처해야 할 것”이라고 밝혔다. ']"
14,"동원홈푸드, 샐러드 카페 ‘크리스피 프레시’ 배달 전문점 오픈",http://www.aflnews.co.kr/news/articleView.html?idxno=75839,2020.11.12,"['\n  전북 군산농협(조합장 박형기) 부녀회(연합회장 엄연순)는 지난 15일 부녀회 공동판매 수익금으로 지역 어르신 200여명을 초청해 ‘어르신을 위한 孝 잔치’를 열고 따뜻한 섬김의 마음을 담아 즐거운 시간을 가졌다.  이날 행사는 군산농협 부녀회가 멸치, 새우젓, 청각 등을 판매하여 얻은 수익금으로 마련됐다. 효 잔치는 부녀회에서 준비한 점심 대접과 민요와 창, 어르신 노래자랑 등의 다양한 행사와 기념품(무릎담요) 증정으로 어르신들을 즐겁게 했다.   올해 2회째 공동판매수익사업을 전개한 군산농협 부녀회는 작년에는 판매수익금 110만원을 불우가정 11가정을 선정해 전달했다.  엄연순 회장은 “부녀회장들의 한 해 동안 수고로 자리를 마련하게 되어 기뻐하시는 모습을 보니 앞으로도 지속적으로 우리 지역의 어르신들을 섬기는 자리를 갖고 싶다”고 말했다.  이와 관련해 박형기 조합장은 “봉사하시는 부녀회장들의 밝은 얼굴과 어르신들의 흡족해하시는 모습을 보니 모두가 행복해지는 시간이었으며 자칫 소외될 수 있는 우리지역의 어르신들을 섬기는 일에 모든 임직원이 함께할 수 있도록 노력하겠다”고 말했다.  ']"
15,여러 가지 대체식품,http://www.aflnews.co.kr/news/articleView.html?idxno=75794,2020.11.09,"['\n - 농식품부, 215억원 융자  서해 5도 어업인에게 특별영어자금 215억원이 지원된다.  농림수산식품부는 최근 북측의 피습으로 어려움을 겪고 있는 연평도 등 서해 5도 어업인들의 어업경영안정 등을 위해 지난 16일부터 특별영어자금 215억원을 융자하기로 했다고 밝혔다.  이에 따라 맨손어업자에게는 300만원, 어선어업자에게 5000만원에서 1억원까지 연 이율 3%로 지원 될 예정이다.  농식품부 관계자는 “피해어업인들이 필요자금을 보다 쉽게 융자받을 수 있도록 기존 재해에만 적용되던 농림수산업자 신용보증기금의 특례보증을 이번 경우에도 적용할 수 있도록 관계기관과 협의 중이며, 빠르면 올해 내에 시행될 것”이라고 밝혔다.  또한 내년 1월 ‘서해 5도 지원특별법’시행 시점부터 이미 사용 중인 영어자금의 상환을 유예하고 이자도 감면해 주기로 했다. ']"
16,[오늘과 내일의 행사] 11월 5~6일,http://www.aflnews.co.kr/news/articleView.html?idxno=75753,2020.11.05,['\n  제주양돈농협(조합장 이창림)은 지난 10일 청정배합사료공장의 효율적 운용으로 발생한 이익금 7억 6000만원을 사료이용 143농가에 이용장려금으로 환원해 줌으로서 구제역 등 어려움을 겪고 있는 양돈농가의 실익 증대에 앞장서고 있다.  이번 환원금액은 1인 최고수령 금액이 2440만원(평균 5320만원)에 달하는 등 지난해 환원금액 6억3000만원보다 1억3000만원이 늘어난 규모다.  제주양돈농협 청정배합사료공장은 제주도양돈산업 발전을 위해 설립됐으며 사람이 먹는 식품처럼‘정성을 담은 깨끗한 사료’라는 슬로건으로 신선한 고품질의 안전한 사료를 생산함은 물론 합리적인 가격으로 농가소득 증대에 이바지 하고 있다.  한편 제주양돈농협은 최근 양돈농가에 영농자재(동물약품 및 축산기자재) 30만원 무상지원과 더불어 경북안동지역 구제역 발생에 따라 구제역 방제약을 무상으로 공급한 바 있다. ']
17,[오늘과 내일의 행사] 11월 4~5일,http://www.aflnews.co.kr/news/articleView.html?idxno=75734,2020.11.04,"['\r\n\t\t\r\n\t\t\t한국오리협회는 지난 10일 협회 사무실에서 2010 오리문화컨텐츠 공모전 시상식을 개최했다.   이날 시상식에서 CI부문 대상에는 유광 씨의 ‘태극문양을 활용한 CI’가, 광고디자인 부문 대상에는 손혜린·이진희 씨의 ‘S라인’이 수상의 영광을 안았다.   이창호 한국오리협회장은 이날 시상식에서 “참신한 아이디어와 우수한 작품으로 협회 이미지 제고에 힘써줘서 고맙다”며 “앞으로도 오리에 대한 많은 관심을 바란다”고 말했다. 오리산업의 발전에 맞춰 개최된 이번 공모전은 지난 8월 30일부터 9월 30일까지 한 달간 공모했으며, 엄격한 심사를 거쳐 CI부문 5작품과 광고디자인 부문 5작품을 선정했다.\t\t']"
18,‘대체육의 현황과 미래’ 심포지엄 11월 5일,http://www.aflnews.co.kr/news/articleView.html?idxno=75582,2020.10.20,['\r\n\t\t\r\n\t\t\t축산관련단체협의회가 지난 2일 구제역 방제초소에서 밤샘근무를 하다 쓰러져 유명을 달리한 안동시 중구동사무소 공무원 금찬수 씨를 위해 애도성명을 발표하고 고인의 명복을 빌었다.  축단협은 지난 7일 ‘구제역 현장 방역에 힘쓰다 유명을 달리한 안동시 공무원 故 금찬수 씨의 명복을 빕니다’는 제목의 성명을 발표하고 전 축산농민들이 이 비보에 비통한 마음을 감추지 못하고 있다고 운을 뗏다.  성명을 통해 축단협은 전국 축산농민들을 대표해 고인의 유가족들에게 깊은 애도와 위로의 말씀을 올린다며 고인의 순직이 헛되지 않도록 남은 모두가 구제역을 조기에 종식시켜나가는 데 더욱 합심해야 한다고 강조했다.   끝으로 축단협측은 정부가 故 금찬수 씨에 대한 예우를 아낌없이 해 줄 것을 당부하며 방역 공무원들의 처우에도 더욱 신경을 써 향후 이같이 안타까운 일이 재발되지 않도록 할 것을 주문했다.\t\t']
19,"식품원료의 새로운 발견, 식물성 단백 Pulses",http://www.aflnews.co.kr/news/articleView.html?idxno=75466,2020.10.08,"['\n 공주연기축협(조합장 안종화)이 올해 당기순이익 목표인 8억8000만원을 25% 상회하는 11억원 규모의 순이익을 낼 것으로 알려졌다. 이 조합은 이러한 경영성과와 지난 5월의 구제역 발생 시에 보인 조직역량과 방역태세, 조합원 단결이 돋보여 올해 충청남도가 주는 ‘농어촌발전대상’기관 수상자로 선정됐다.  공주연기축협은 올 사업을 정산한 결과 신용예수는 당초목표 1492억원 대비 70억원이 늘고, 대출은 150억원(목표 1035억원)이 증가하는 등 신용경제 교육지원의 전반적 사업호전 속에 11억원의 당기순익이 발생할 것으로 집계됐다.  특히 조합은 올해 9억8000만원의 교육지원비를 활용해 3000kg 소독약과 4000kg 생석회를 지급하며 방역에 앞장서는 등 10대 역점사업을 추진해 세간의 이목을 집중시키기도 했다. 더불어 공주연기축협은 송아지전자경매, 정천 50ha부지에 조사료 재배, 5610㎡ 가축시장 포장 등의 사업을 추진했다.  공주연기축협은 한우기반확대와 토바우 사양기반 확충 등에 초점을 맞춰 이력제와 혈통등록우관리 핵군우단지 사업과 초음파 진단 사업 등 농가서비스를 확대하고 있다.  이같은 사업내용을 바탕으로 내년에도 교육지원 사업을 10억원 정도로 확대해 조합원자녀 장학사업과 노령조합원 편익 확대 등에 우선 지원한다는 방침이다  안종화 조합장은 지난 22일 조합강당에서 열린 임시총회에서 “신용사업의 건전성을 강화하는 가운데 내실 있고 짜임새 있는 사업을 추진, 축산기자재 무상지원과 장학금지급 확대 등 조합원 복지분야를 더욱 챙기겠다”고 밝혔다.\t\t']"
20,[FOOD & STORY] 대체식품 이슈 트렌드,http://www.aflnews.co.kr/news/articleView.html?idxno=91860,2021.04.09,"['\n  “신용사업과 경제사업이 균형을 맞춰 함께 발전할 수 있도록 농협중앙회에서 30여년 동안 쌓은 업무경험과 노하우를 바탕으로 최선을 다하겠습니다. 특히 조합원에게 실익을 주고 꿈과 희망이 넘치는 협동조합을 만들어 조합원들의 기대에 부흥할 수 있도록 경영합리화를 통한 수익실현과 성과중심의 조직문화정착으로 미래 성장기반을 구축하는 데 총력을 경주하겠습니다.”   이성식 신임 부산축협 상임이사<사진>는 이 같은 취임 소감과 함께 조합원에게 실익이 될 수 있는 사업을 적극 발굴, 안정적인 양축경영을 지원해 나가겠다고 밝혔다.   이 상임이사는 또 “공격적인 신용사업을 통해 전국 최고 수준의 협동조합을 만들도록 노력하겠다”면서 “조합이 안정적으로 발전하기 위해서는 전체 구성원들의 화합과 사업 이용이 중요하다”고 강조했다.   이 상임이사는 동아대 영문과를 졸업했으며 농협사료 지사장, 지점장 등을 두루 거치는 동안 최고의 농협맨으로 평가받았다. 농협활동과 농협발전에 기여한 공을 인정받아 농협중앙회장상, 농림부장관상을 수상한 바 있다. ']"
21,"스타벅스 “2025년까지 탄소 30% 줄이고, 채용은 30% 늘린다”",http://www.aflnews.co.kr/news/articleView.html?idxno=91825,2021.04.06,"['\n  -오는 4월 이천에…新유통모델 시도  롯데마트를 앞으로 고속도로에서도 볼 수 있을 전망이다.   롯데마트는 오는 4월 경기 이천시 마장면에 문을 여는 마장 프리미엄 휴게소에 입점한다고 최근 밝혔다.  롯데마트는 최근 한국도로공사, 휴게소 운영회사인 하이플렉스와 점포 임차계약을 맺은 것으로 알려졌으며 연면적 2만8000㎡ 중 약 2310㎡ 규모로 입점 될 예정이다.  롯데마트 관계자는 “기존매장과 달리 신선식품 비중은 줄이고 전체 매장 면적의 70%를 골프 등 아웃도어 관련 의류 매장으로 꾸미는 것을 검토 중”이라며 “이는 상품구성부터 매장면적까지 일반 대형마트와 다른 새로운 유통모델을 시도해 보는 것”이라고 밝혔다.  또한 명칭도 롯데마트가 아닌 새로운 브랜드를 사용할 수 있다고 마트측은 설명했다.  한편 마장 프리미엄 휴게소에는 롯데마트 외에 골프·스포츠·아웃도어 등 다양한 브랜드, 국내외 외식브랜드, 편의시설 등이 입점할 예정이다. ']"
22,"식품분야 첫 ‘규제과학 인재양성사업’ 기관, 고려대ㆍ중앙대 선정",http://www.aflnews.co.kr/news/articleView.html?idxno=91816,2021.04.05,"['\n민승규 삼성경제연구소 경제정책실장- 농민입장에서 이해하기 위해 농가숙식하며 밤새 고민토론- 농업발전 새로운 경쟁력 찾아야  학창시절 아버지께선 어린 아들을 데리고 산책하시는 걸 무척 좋아하셨다. 그 때 아버지께서 들려 주셨던 말씀 중에 유독 가슴 깊이 새겨져 잊을 수 없는 것이 있다. “얘야! 사람은 머리가 좋아야 한단다. 그런데 머리보다 중요한 것이 마음이란다. 그리고 마음보다는 손이 더 중요하고, 손보다는 발이 더 중요하단다.”   어리둥절한 표정으로 바라보는 아들에게 아버지는 계속해서 말씀을 이어가셨다. “만약 어려운 처지에 놓여 있는 사람을 돕고 싶다면, 너는 무엇을 어떻게 하겠느냐? 물론 ‘머리’로 그런 상황을 이해할 수 있어야 한단다. 하지만 그 사람의 처지를 ‘마음’으로 느끼고 공감하는 것이 더욱 필요하고, 직접 ‘손’을 써서 하나라도 도움이 될 만한 일을 하는 것이 더욱 중요하단다. 그렇지만 무엇보다 중요한 것은 ‘발’이란다. 그 사람의 입장에 서서 세상을 바라 볼 수 있어야 한단다.”  사실 다른 사람의 입장에서 세상을 바라보는 것만큼 어려운 일도 드물다. 농업에 대해 제법 깊은 관심을 가지고 있는 분들 중에서도 간혹 농촌문제를 영화감상 하듯 대하는 분들이 있다. ‘농촌이 정말 어렵구나’, ‘뭐라도 도와주면 좋겠다’라고 느끼지만, 여전히 한 발짝 뒤로 물러서서 남의 일로 그저 담담하게 지켜보는 것이다. 그런데 그렇게 해서는 작은 문제 하나라도 제대로 해결하기가 쉽지 않다. 농촌의 치열한 현실 속으로 들어가서, 무엇을 어떻게 바꾸어 나가야 할지 농민의 입장에서 처절하게 고민할 필요가 있다.벌써 20년 전의 일이다. 농업경제학을 연구한다는 자가 책상머리에만 머물러 있어서는 곤란하다는 생각이 들었다. 우리나라 모든 시·군의 농촌을 다 둘러보아야겠다고 마음을 먹었는데, 10년이 지난 다음에야 그 목표를 이룰 수 있었다. 다만 한 곳을 가더라도 마을 농민들과 함께 밤이 새도록 토론을 하고, 농가에서 함께 숙식하며 고민거리를 나눴다. 그렇게 농민의 곁에서 지내다 보니, 아주 놀라운 사실을 자연스럽게 깨닫게 되었다. 우리 농촌에는 아름다운 꿈을 지닌 농민들이 정말 많았다. 조금만 관심을 가지고 그 분들이 필요로 하는 것을 함께 한다면 훌륭하게 성장할 수 있는 분들이 어느 농촌지역이든 틀림없이 계셨다. 그 분들이 최선을 다하는 것도 곁에서 지켜봤고, 끝내 그 꿈을 이뤄 가는 기쁨도 함께 나눌 수 있었다. 그 분들에겐 하나의 공통점이 있었는데, 그것은 바로 ‘꿈’이었다. 비록 넉넉하지 않더라도, 꿈이 있는 분들은 갖은 고난과 역경을 당당하게 이길 수 있었다.   꿈은 사람들에게 그런 열정과 에너지를 불어 넣는 놀라운 힘이 있었다. 누군가 한국농업의 미래를 묻는다면, 필자는 자신 있게 말해 줄 수 있다. ‘결국 사람이 희망이고, 꿈이 에너지’라고!  종종 한국농업이 전례 없는 위기에 처했다는 말을 듣는다. 소농(小農) 위주의 한국농업은 규모가 작아서 국제경쟁력이 떨어질 수밖에 없다는 것이다. 물론 농업의 여건이 훨씬 힘들어진 것이 사실이다. 하지만 ‘위기’ 그 자체보다 심각한 것은 어쩌면 한국농업을 위기로만 바라보는 우리들의 마음가짐일지도 모르겠다. 그대로 주저앉아서는 곤란하다. 오히려 그것을 계기로 삼아 한국농업의 발전에 적합한 새로운 형태의 경쟁력을 찾아야 할 것이다. 그것이 2013년 우리에게 주어진 과제이다.  ']"
23,"CJ제일제당, 세계 최초 비전기분해 방식 ‘천연 시스테인’ 대량생산기술 상용화",http://www.aflnews.co.kr/news/articleView.html?idxno=91618,2021.03.23,"['\n  팜넷은 농축수산물 소비의 불균형을 해소해 지역의 먹거리를 올바르게 소비자에게 공급하고자 2008년 11월 설립됐다. 지역의 참된 먹거리를 상품개발부터 국내유통, 해외유통 마케팅 등을 실행위주의 컨설팅을 통해 가치 있는 먹거리를 생산을 유도하는 한편 지역생산주체들이 자립적으로 사업을 영위할 수 있도록 노력하고 있다.  최태환 대표이사는 지역에서 가치 있는 먹거리 생산을 통한 연고사업 육성을 위해 많은 지자체가 노력하고 있지만 목표가 뚜렷하지 못하면 실패할 수밖에 없다며 입을 열었다.   최 대표는 “지역의 좋은 상품들이 많지만 목표가 명확하지 않은 상태에서 사업에 참여해 자신의 목소리와 지역논리가 중심이 되는 경우가 많다""며 ""산관학연 등 아무리 구조가 좋다고 해도 목표가 뚜렷하지 않다면 지역 먹거리는 성공하기 힘들다”고 지적했다.  팜넷은 2009년 13개 농협과 배 수출을 위한 컨설팅을 진행했지만 각각의 이해관계로 인해 제대로 운영되지 않아 결국 시작 1년 만에 사업의 막을 내릴 수밖에 없었다.  이후 최 대표와 직원들은 지역에 사례위주의 강의를 통해 지역 먹거리 사업이 나아갈 방향을 제시하고 있으며 향토산업육성 사업단 등과의 협력을 통해 국내유통과 해외유통 등을 위한 컨설팅을 진행하고 있다.  그는 “농축수산물 및 식품 컨설팅에 새로운 모델을 제시하고 우리나라농업이 글로벌 네트워크에 진입할 수 있는 발판을 마련하는 한편 구매담당자로 구성된 국내 네트워크와 해외 제휴 네트워크를 통해 한 단계 발전된 마케팅을 제공할 수 있는 것이 팜넷의 강점”이라고 밝혔다.   실제 이 영향으로 지역 먹거리 사업과 관련된 컨설팅에 대한 문의가 끊임없이 이어지고 있으며 전국에서 강의요청도 쇄도하고 있는 것으로 나타났다.   팜넷은 현재 강원 영월 주천두부, 제주 구좌당근, 서천 김의 생산단계부터 가공, 유통에 이르기까지의 원스톱 컨설팅을 담당하고 있다.  최 대표는 “앞으로 지역 농축산물의 우수성을 국내와 해외에 알리는 한편 국내외 트렌드를 각 지역에 발 빠르게 전달해 지역 먹거리가 더욱 발전할 수 있도록 노력할 것”이라며 “앞으로 농축수산물 시장 내에서 지역과 유통채널이 서로 윈윈(win-win)할 수 있는 체계를 구축하고 지역 연고사업 육성과 향토산업육성 사업단 등을 통해 지역의 목소리가 제대로 담길 수 있도록 매진하겠다”고 밝혔다. ']"
24,식품저널 2021년 2월호 기사보기,http://www.aflnews.co.kr/news/articleView.html?idxno=91427,2021.03.05,"['\n도드람양돈농협(조합장 이영규)은 지난달 25일 긴급 이사회를 개최하고 사료가격을 한시적으로 동결키로 결정했다.이번 결정은 원가상승 요인이 있는 상황임에도 불구하고 시행된 것이어서 이중고를 겪고 있는 양돈농가에는 단비가 될 것이라는 게 도드람측의 설명이다.도드람양돈농협은 사료 공급원가를 공개하는 특유의 정책으로 양돈농가의 저렴한 사료 이용을 이끌고 있다.이영규 조합장은 “이번 조치로 조합원 농가들이 동결된 가격으로 사료를 이용할 수 있게 됐다”면서 “앞으로도 양돈인이 만든 조직인 도드람양돈농협은 농가의 고통을 덜어드리기 위해 노력할 것”이라고 밝혔다.한편 도드람양돈농협과 자회사인 도드람푸드, 도드람양돈서비스, 도드람LPC, 도드람유전자연구소, 디에스피드, 도드람FC는 지난달 26일 대전 유성호텔에서 ‘2013년도 사업추진 결의대회’<사진>를 개최했다.이날 도드람 계열사업체 직원 250여명은 팀빌딩 프로그램을 함께하며 올해 도드람이 협동조합형 패커로 성장하는데 앞장서 협동조합으로서의 가치를 전파하는 대표가 되고, 사업목표를 조기에 달성해 나가기로 다짐했다. ']"
25,[신상품] 롯데제과 ‘빈츠 카페모카’ 동원F&B-투썸플레이스 ‘비욘드미트 파니니’ 외,http://www.aflnews.co.kr/news/articleView.html?idxno=91286,2021.02.24,"['\n  강원도농업기술원(원장 안진곤)은 지난 18일 기술원 대회의실에서 ‘2013년 농사시험연구사업 과제계획 심의회’를 개최했다.  이날 심의회에서는 연구 분야별 대학교수, 전문농업인, 관련 산업체 대표 등 심의위원과 연구·지도 관계공무원 100여명이 참석한 가운데 1, 2단계 심의과정을 거친 작물, 원예, 환경농업 등 5개 분야 150여 과제에 대한 연구계획을 심의했다.  강원도농업기술원 관계자는 “연구결과가 신속히 영농현장에 접목될 수 있도록 힘써 농업인의 현장애로기술 해결과 강원농업 발전에 기여할 수 있도록 적극 노력하겠다”고 밝혔다. ']"
26,[신상품] CJ제일제당 ‘비비고 베이컨김치볶음밥’ 롯데푸드 ‘바른두유 검은콩’ 외,http://www.aflnews.co.kr/news/articleView.html?idxno=91231,2021.02.22,"['\n  -차례 · 선물 · 세뱃돈 총 65만원 선  올해 가구당 차례비용과 선물·세뱃돈 등의 명목으로 지출할 총 금액은 65만원인 것으로 나타났다.  대한상공회의소는 최근 전국 주부 350명을 대상으로 설 소비계획에 대해 조사한 결과 올해 지출규모를 지난해보다 줄일 것이라는 응답이 전체 44.3%였다고 지난 17일 밝혔다.  또한 지난해와 비슷할 것이라는 대답과 확대할 것이라는 응답은 각각 44.9%와 10.8%로 알려졌다.  주부들은 설 소비를 줄이겠다는 이유로 물가상승(41.9%)을 가장 많이 꼽았고 이어 실질 소득감소(21.9%), 가계 부채 부담(20.6%), 경기 불안 지속(12.3%), 고용불안(1.9%)순이었다.  응답 주부 중 72.3%는 선물세트 구매에 평균 34만원을 비용으로 책정했으며 선호하는 선물의 가격대로는 5만원 미만의 저가제품(34.8%)을 주로 꼽았다.  선호하는 선물품목은 상품권(22.1%), 과일 등 농산물세트(16.6%), 가공식품(13.4%), 건강식품(13%) 순이었다.  주부들은 제수준비와 관련해서 ‘준비하지 않을 것’이라는 응답이 57.7%로 ‘준비한다’(42.3%)는 응답보다 많았는데 차례상을 준비하는 주부들은 비용으로 평균 30.9만원을 지출할 계획인 것으로 집계됐다.   주부들은 제수용품 구매를 대형마트(48.6%)에서 가장 많이 하겠다고 밝혔으나 전통시장을 이용할 것이라는 응답도 44.6%나 됐다.  김경종 대한상의 유통물류진흥원장은 “최근 세계경기 침체와 가계부채, 물가인상 등으로 소비심리가 위축됨에 따라 이번 설에도 소비활성화는 기대하기 어려울 것”이라며 “정부 주도의 물가안정책과 더불어 기업들도 저가상품 라인업을 늘려 침체된 설 경기에 활력을 불어넣어야 한다”고 밝혔다.  ']"
