,title,link
84,'산발감염 지속' 코로나19 광주서 하루 15명 확진(종합),http://yna.kr/AKR20210426016851054?did=1195m
85,"소상공인연합회 “코로나 손실보상 소급적용, 법제화 필요”",http://news.kbs.co.kr/news/view.do?ncd=5171318&ref=A
86,"경기도, 어린이집 코로나19·식중독 예방…관리교육 실시",http://www.newsis.com/view/?id=NISX20210426_0001419293&cID=10803&pID=14000
87,코로나는 상위권 학종 지원 경향 어떻게 바꿨나,http://www.kjdaily.com/read.php3?aid=1619388395544186208
88,"피씨엘-동아에스티, 코로나19 진단키트 국내외 판매 협약",http://yna.kr/AKR20210426100000017?did=1195m
89,"유럽·영국 은행들, 코로나19 이후에도 출장 '영구히' 줄인다",https://www.sedaily.com/NewsView/22L8GFUHBR
90,"[속보] 코로나19 신규 확진 500명...국내 확진자 119,387명으로 늘어",https://www.ytn.co.kr/_ln/0103_202104260942113770
91,"광주 광산구·SKT, 코로나19 방역에 인공지능 활용",http://yna.kr/AKR20210426106400054?did=1195m
92,"경산, 코로나19 감염 확산세에 거리두기 '1.5→2단계' 격상",https://news.imaeil.com/Society/2021042515473163568
93,전세계 코로나 백신접종 10억회 돌파…미·중·인도가 58% 차지,http://yna.kr/AKR20210425002100071?did=1195m
94,"野, 코로나19 의료인과 공무원에 '소득세 100% 감면' 추진",http://www.newsis.com/view/?id=NISX20210425_0001418988&cID=10301&pID=10300
95,높은 접종률 ≠ 코로나 종식…백신 수급에 관한 7가지 질문,http://www.hani.co.kr/arti/society/society_general/992489.html
96,국내 바이오업계 코로나 백신 안만드나 못만드나,http://news.kmib.co.kr/article/view.asp?arcid=0015780457&code=61171911&cp=nv
97,성남시 75세 이상 코로나19 예방접종 차량 확대운영,http://www.newsis.com/view/?id=NISX20210426_0001419301&cID=14001&pID=14000
98,"씨앤씨인터내셔널 ""코로나 불구 매출 9.8% 신장""",http://www.wowtv.co.kr/NewsCenter/News/Read?articleId=A202104260198&t=NN
99,[에따블라디] 코로나19도 못 막은 오토바이 사랑,http://yna.kr/AKR20210425013900096?did=1195m
100,"수젠텍, 현장진단용 코로나19 신속 항체진단키트 美 FDA 승인",https://www.hankyung.com/it/article/202104265377i
101,"군, '코로나 사태' 1년만에 장병 격리 환경개선 지시",http://www.edaily.co.kr/news/newspath.asp?newsid=02112326629019728
102,"코로나19 환자 치료 이라크 병원서 화재…당국 ""82명 사망""(종합2보)",http://yna.kr/AKR20210425010852009?did=1195m
103,"한은 “코로나19로 지연된 소비, 보복소비로 나타날 가능성 높다”",http://news.kbs.co.kr/news/view.do?ncd=5171211&ref=A
104,"코로나 신규 확진자, 오후 9시까지 463명…어제보다 122명↓",https://biz.chosun.com/site/data/html_dir/2021/04/25/2021042501323.html?utm_source=naver&utm_medium=original&utm_campaign=biz
105,울산서 코로나19 확진 9명…모두 확진자 가족·접촉자,http://www.busan.com/view/busan/view.php?code=2021042615342664192
106,[속보]코로나19 신규확진 500명…6일만에 500명대,https://www.donga.com/news/article/all/20210426/106608567/1
107,"문 대통령, 27일 노나백스 CEO 만나 코로나19 백신 협력 논의",https://daily.hankooki.com/lpage/politics/202104/dh20210426155714137450.htm?s_ref=nv
108,"변정수 코로나19 확진…""남편과 가족은 음성""",http://www.dt.co.kr/contents.html?article_no=2021042602109919607018&ref=naver
109,공군 사천 훈련비행단서 8명 코로나 확진…1천600명 검사중(종합),http://yna.kr/AKR20210425031651504?did=1195m
110,공군 사천 훈련비행단서 8명 코로나 확진…1천600명 검사중(종합),http://yna.kr/AKR20210425031651504?did=1195m
111,"변정수, 코로나19 확진 판정 “자가격리중…남편·가족 모두 음성”(전문)",http://mksports.co.kr/view/2021/399478/
112,"코로나 이후 억눌린 소비 살아난다?…한은 ""빠른 회복 어려울 수도""",https://news.joins.com/article/olink/23638374
113,“코로나19 장기화 예상…CMO·자가진단키트 기업 주목해야”,https://www.hankyung.com/it/article/202104264617i
114,권덕철 “코로나19 백신 확보 충분…러시아 백신 도입 고려 안해”,http://www.ichannela.com/news/main/news_detailPage.do?publishId=000000247475
115,"미·중, '코로나 지옥' 인도 지원 방안 고심",https://www.ytn.co.kr/_ln/0104_202104252117586959
116,"도쿄올림픽-패럴림픽 선수단, 코로나19 백신 접종",http://www.ohmynews.com/NWS_Web/View/at_pg.aspx?CNTN_CD=A0002738369&CMPT_CD=P0010&utm_source=naver&utm_medium=newsearch&utm_campaign=naver_news
117,"이라크, ‘코로나19’ 치료 병원서 화재 발생…82명 사망",https://www.donga.com/news/article/all/20210425/106604367/1
118,"""日, 올림픽 선수 등 코로나 방역수칙 위반 시 자격 박탈""",https://www.ytn.co.kr/_ln/0104_202104251302414690
119,코로나 충격파‥보험사 해외순익 34.8% 급감,http://www.edaily.co.kr/news/newspath.asp?newsid=02296006629020056
120,"유은혜 사회부총리, 코로나19 검체 보관",http://www.newsis.com/view/?id=NISI20210426_0017389805
121,[30초뉴스] 코로나 중증치료 병원에 불…82명 사망 '참사',http://www.yonhapnewstv.co.kr/MYH20210426005600640/?did=1825m
122,"코로나19 시대, 양주 매출 고공행진 왜?",http://www.sportsseoul.com/news/read/1035971?ref=naver
123,"수젠텍, 현장 진단용 코로나 19 신속검사키트 美 FDA 승인",http://www.edaily.co.kr/news/newspath.asp?newsid=01577686629020056
124,"美·EU·영국, '코로나 급증' 인도 돕는다…""긴급 지원 준비""",http://www.newsis.com/view/?id=NISX20210426_0001419090&cID=10101&pID=10100
125,이라크 코로나 치료 병원서 산소탱크 폭발 화재로 82명 사망,https://www.hankyung.com/international/article/202104254134i
126,코로나로 전국 교통량 첫 1% 감소..버스는 38% 급감,http://www.fnnews.com/news/202104251058484041
127,"식약처, 노바백스 코로나19 백신 허가 사전상담 중",http://yna.kr/AKR20210426068300017?did=1195m
128,"'코로나19 반사이익' GS홈쇼핑, 1분기 영업익 전년비 16.6% ↑",http://moneys.mt.co.kr/news/mwView.php?no=2021042615508053182
129,"[속보] 코로나19 어제 500명 신규확진, 주말-휴일 영향 6일만에 500명대",https://news.imaeil.com/Society/2021042609455364071
130,"[속보] 코로나19 어제 500명 신규확진, 주말-휴일 영향 6일만에 500명대",https://news.imaeil.com/Society/2021042609455364071
131,"“2분 만에 검사 완료, 1시간 뒤 문자 통보”…서울대 ‘코로나19 선제검사’",http://news.khan.co.kr/kh_news/khan_art_view.html?artid=202104261418001&code=940100
132,"“육군훈련소, 코로나 예방 이유로 열흘간 샤워 금지해”",http://news.kbs.co.kr/news/view.do?ncd=5171202&ref=A
133,"변정수, 손소독제 '공구'하더니...코로나19 확진",https://ent.sbs.co.kr/news/article.do?article_id=E10010228137&plink=ORI&cooper=NAVER
134,작년 보험사 해외점포 순익 538억원…코로나 여파에 35%↓,https://daily.hankooki.com/lpage/finance/202104/dh20210426131700148320.htm?s_ref=nv
135,"변정수, 코로나19 확진 판정 ""업무 중 전염, 자가격리 中""",https://sports.hankooki.com/lpage/entv/202104/sp20210426145312136730.htm?s_ref=nv
136,[광주 북구소식] 코로나19 극복 '힐링투어' 운영,http://yna.kr/AKR20210426125800054?did=1195m
137,"셀트리온, 코로나 치료제 ‘렉키로나’ 글로벌 임상 3상 투약 완료",https://health.chosun.com/site/data/html_dir/2021/04/26/2021042600829.html
138,코로나19 환자 폭증한 인도...의료용 산소 구하기 '사투',https://www.ytn.co.kr/_ln/0104_202104260436427443
139,코로나19 신규확진 644명…닷새만에 700명 아래로,http://news.tvchosun.com/site/data/html_dir/2021/04/25/2021042590003.html
140,코로나19 환자 폭증한 인도...의료용 산소 구하기 '사투',https://www.ytn.co.kr/_ln/0104_202104260436427443
141,코로나19 신규확진 644명…닷새만에 700명 아래로,http://news.tvchosun.com/site/data/html_dir/2021/04/25/2021042590003.html
142,도쿄올림픽과 패럴림픽 선수단 4월 말부터 코로나19 백신 접종,https://sports.donga.com/article/all/20210426/106610490/1
143,코로나 위기·국정혼란 탓에 브라질 대통령 탄핵 위기,http://www.fnnews.com/news/202104261318499319
144,"변정수, 코로나19 확진 ""자가격리 중...잘 극복할 것""[전문]",http://www.sportsseoul.com/news/read/1036002?ref=naver
145,"권덕철 장관 ""국산 코로나19 백신 이르면 올해 안에 허가""",https://view.asiae.co.kr/article/2021042610382852519
146,소방장치 없는 이라크 병원 ‘불’…코로나 중증환자 등 82명 숨져,http://news.khan.co.kr/kh_news/khan_art_view.html?artid=202104251535001&code=970209
147,작년 보험사 해외영업 실적 34.8%↓...코로나 타격,http://news.heraldcorp.com/view.php?ud=20210426000703
148,"셀트리온, 코로나19 치료제 임상3상 환자 투약 완료",https://www.news1.kr/articles/?4286203
149,韓특허출원 코로나에도 늘었다…美·日·유럽 ↓,http://www.fnnews.com/news/202104231339033521
150,지난해 보험사 해외점포 순익 538억···코로나 여파에 35%↓,https://www.sedaily.com/NewsView/22L8G2BU49
151,"셀트리온, 코로나19 치료제 임상3상 환자 투약 완료",https://www.news1.kr/articles/?4286203
152,韓특허출원 코로나에도 늘었다…美·日·유럽 ↓,http://www.fnnews.com/news/202104231339033521
153,"인천공항공사, ""자외선 살균으로 화물 속 코로나19 잡는다""",https://news.joins.com/article/olink/23638333
154,코로나에도 웃은 카드사… “충당금 줄어드니 대박이네”,http://moneys.mt.co.kr/news/mwView.php?no=2021042615458078368
155,"변정수, 코로나19 확진 ""남편과 가족 모두 음성""(전문)",https://nc.asiae.co.kr/view.htm?idxno=2021042612022647359
156,코로나19 신규 환자 5백 명...국내 발생 469명 해외유입 31명,https://www.ytn.co.kr/_ln/0103_202104260957046177
157,"""육군훈련소, 코로나 대응한다고 열흘간 샤워 · 화장실 제한""",https://news.sbs.co.kr/news/endPage.do?news_id=N1006295933&plink=ORI&cooper=NAVER
158,해군이어 공군까지…군 잇단 코로나 집단감염에 바짝 '긴장',http://yna.kr/AKR20210425039400504?did=1195m
159,코로나19 백신 접종 뒤 사망 2명 추가…총 58명,http://news.tf.co.kr/read/life/1856672.htm
160,코로나19 백신 접종 뒤 사망 2명 추가…총 58명,http://news.tf.co.kr/read/life/1856672.htm
161,코로나 여파 어디까지…‘계룡세계군문화엑스포’ 1년 더 연기,http://news.kmib.co.kr/article/view.asp?arcid=0015781011&code=61122018&cp=nv
162,'산발감염 지속' 코로나19 광주서 하루 15명 확진(종합),http://yna.kr/AKR20210426016851054?did=1195m
163,"코로나19 환자 치료 병원서 큰 화재···이라크 ""82명 질식사""",https://news.joins.com/article/olink/23637744
164,"소상공인연합회 “코로나 손실보상 소급적용, 법제화 필요”",http://news.kbs.co.kr/news/view.do?ncd=5171318&ref=A
165,"경기도, 어린이집 코로나19·식중독 예방…관리교육 실시",http://www.newsis.com/view/?id=NISX20210426_0001419293&cID=10803&pID=14000
166,코로나는 상위권 학종 지원 경향 어떻게 바꿨나,http://www.kjdaily.com/read.php3?aid=1619388395544186208
167,"피씨엘-동아에스티, 코로나19 진단키트 국내외 판매 협약",http://yna.kr/AKR20210426100000017?did=1195m
168,"유럽·영국 은행들, 코로나19 이후에도 출장 '영구히' 줄인다",https://www.sedaily.com/NewsView/22L8GFUHBR
169,"[속보] 코로나19 신규 확진 500명...국내 확진자 119,387명으로 늘어",https://www.ytn.co.kr/_ln/0103_202104260942113770
170,"광주 광산구·SKT, 코로나19 방역에 인공지능 활용",http://yna.kr/AKR20210426106400054?did=1195m
171,"셀트리온, 코로나19 항체치료제 임상 3상 환자 투약 완료",http://news.mk.co.kr/newsRead.php?no=400649&year=2021
172,"변정수, 코로나19 확진 판정 ""열심히 치료 임할 것""",https://www.news1.kr/articles/?4286615
173,코로나로 억눌렸던 소비 분출하나… 서비스 부문 회복 여부가 관건,http://www.segye.com/content/html/2021/04/26/20210426506624.html?OutUrl=naver
174,"변정수, 코로나19 확진 ""남편과 가족은 음성…심려 끼쳐 죄송""",http://www.segye.com/content/html/2021/04/26/20210426510564.html?OutUrl=naver
175,보험사 해외점포 순익 35% 급감…코로나·자연재해 겹쳐,https://view.asiae.co.kr/article/2021042610052896372
176,"경산, 코로나19 감염 확산세에 거리두기 '1.5→2단계' 격상",https://news.imaeil.com/Society/2021042515473163568
177,‘코로나 지옥’ 인도 위해 세계 각국 나선다,http://kids.donga.com/news/vv.php?type=news&id=20210426155931181169
178,전세계 코로나 백신접종 10억회 돌파…미·중·인도가 58% 차지,http://yna.kr/AKR20210425002100071?did=1195m
179,"충남도, 코로나19로 계룡세계군문화엑스포 1년 재연기 결정",https://www.nocutnews.co.kr/news/5541978
180,"충남도, 코로나19로 계룡세계군문화엑스포 1년 재연기 결정",https://www.nocutnews.co.kr/news/5541978
181,"광주 북구, 코로나19 극복 힐링투어 운영",https://www.nocutnews.co.kr/news/5542095
182,코로나 위기·국정혼란에 브라질 대통령 탄핵요구 봇물,https://www.sedaily.com/NewsView/22L8FENHLS
183,"野, 코로나19 의료인과 공무원에 '소득세 100% 감면' 추진",http://www.newsis.com/view/?id=NISX20210425_0001418988&cID=10301&pID=10300
184,"전북도, 코로나19 방역수칙 어긴 업소 16곳·이용자 40명 적발",http://yna.kr/AKR20210426071300055?did=1195m
185,"셀트리온, 코로나19 치료제 13개국서 임상3상 투약 완료",http://www.joseilbo.com/news/news_read.php?uid=422281&class=27&grp=
186,코로나 직격탄 맞은 보험사…지난해 해외점포 순익 35% 급감,http://news.tf.co.kr/read/economy/1856919.htm
187,높은 접종률 ≠ 코로나 종식…백신 수급에 관한 7가지 질문,http://www.hani.co.kr/arti/society/society_general/992489.html
188,"""코로나 장기화 영향"" GS홈쇼핑, 1분기 영업익 372억원…16.6%↑",https://view.asiae.co.kr/article/2021042615333595211
189,"""작년 코로나로 소비 4% 위축...올해 '보복소비'로 회복""-한은",http://news.mt.co.kr/mtview.php?no=2021042613194481818
190,국내 바이오업계 코로나 백신 안만드나 못만드나,http://news.kmib.co.kr/article/view.asp?arcid=0015780457&code=61171911&cp=nv
191,백신접종 10억회 돌파했지만...세계 코로나19 일일 발생 연일 최고치,http://news.khan.co.kr/kh_news/khan_art_view.html?artid=202104251437001&code=970100
192,성남시 75세 이상 코로나19 예방접종 차량 확대운영,http://www.newsis.com/view/?id=NISX20210426_0001419301&cID=14001&pID=14000
193,"""훈련소 입소 3일간 양치·세면 금지""…육군 '코로나 예방지침' 황당",https://www.news1.kr/articles/?4286454
194,"씨앤씨인터내셔널 ""코로나 불구 매출 9.8% 신장""",http://www.wowtv.co.kr/NewsCenter/News/Read?articleId=A202104260198&t=NN
195,[에따블라디] 코로나19도 못 막은 오토바이 사랑,http://yna.kr/AKR20210425013900096?did=1195m
196,[SC이슈] '공포감 이용' 손소독제 '팔이피플' 되더니..변정수 코로나19 확진,http://sports.chosun.com/news/ntype.htm?id=202104270100218700014408&servicedate=20210426
197,'골프여제' 박세리도 코로나19 확진,https://biz.chosun.com/site/data/html_dir/2021/04/24/2021042400510.html?utm_source=naver&utm_medium=original&utm_campaign=biz
198,"변정수, 코로나19 확진 ""자가격리中..열심히 치료 임할 것""[전문]",http://biz.heraldcorp.com/view.php?ud=202104261102295024940_1
199,코로나의 '독한 뒤끝'… 완치 후에도 사망률 늘려,https://health.chosun.com/site/data/html_dir/2021/04/23/2021042302290.html
200,코로나의 '독한 뒤끝'… 완치 후에도 사망률 늘려,https://health.chosun.com/site/data/html_dir/2021/04/23/2021042302290.html
201,"정부 ""코로나 유행 지속 시 다중이용시설 운영시간 제한 강화·집합금지 불가피""",http://www.segye.com/content/html/2021/04/25/20210425509996.html?OutUrl=naver
202,[속보] 코로나19 전날 644명 신규확진…주말 영향,https://www.hankyung.com/society/article/2021042527127
203,'코로나 블루'도 中企가 대기업보다 심각,http://www.kbiznews.co.kr/news/articleView.html?idxno=80758
204,"변정수 확진, 업무차 미팅서 코로나 감염",http://www.gukjenews.com/news/articleView.html?idxno=2210566
205,공군 사천비행단서 8명 코로나 확진…1600여명 전수검사,https://www.nocutnews.co.kr/news/5541653
206,코로나19 어제 신규확진자 500명…오늘부터 ‘특별방역관리주간’,http://www.ichannela.com/news/main/news_detailPage.do?publishId=000000247476
207,"셀트리온, 코로나19 항체치료제 글로벌 수출 본격화 기대",https://jhealthmedia.joins.com/article/article_view.asp?pno=23636
208,"[특징주]수젠텍, 상한가…코로나19 신속검사키트 美 FDA 승인",http://www.edaily.co.kr/news/newspath.asp?newsid=01653126629020056
209,코로나19 신규확진 500명…누적 사망자 1천817명,https://imnews.imbc.com/news/2021/society/article/6160308_34873.html
210,코로나19 신규확진 500명…누적 사망자 1천817명,https://imnews.imbc.com/news/2021/society/article/6160308_34873.html
211,"도쿄올림픽‧패럴림픽 선수단, 이달 말부터 코로나 백신 접종",http://www.fnnews.com/news/202104260848119481
212,코로나19 신규확진 644명…'주말영향' 닷새만에 700명 아래로,http://news.tvchosun.com/site/data/html_dir/2021/04/25/2021042590002.html
213,코로나19에도 작년 창업기업 12.3만개… 20년새 2배 성장,http://www.kbiznews.co.kr/news/articleView.html?idxno=80802
214,코로나 환자 치료하던 이라크 병원서 화재···최소 82명 사망,https://www.sedaily.com/NewsView/22L81BGQHJ
